HOUSE_TYPE,PRICE_PER,BJDONG_NM,CENTER_LONG,CENTER_LATI
아파트,2930.13548404317,번동,127.03675551051244,37.62904413412293
아파트,3221.0893958228776,신월동,126.83432123077874,37.52660593745799
아파트,9752.082636223096,개포동,127.06259188505676,37.48027638208536
아파트,7452.8605632331655,역삼동,127.0385490769512,37.50007839967135
아파트,4397.840807165733,상도동,126.9440804462442,37.49870787980003
아파트,3235.7966477312248,하월곡동,127.03935699563534,37.60468156510123
아파트,9507.336938200784,잠원동,127.00909158692494,37.51510276517586
아파트,3050.1391739222863,화곡동,126.8472706001972,37.540699201322994
아파트,2350.3705689264157,방학동,127.03106431008626,37.665283907981184
아파트,3059.6193508774627,공릉동,127.09101086682487,37.630496379881066
아파트,2810.4925616345963,홍은동,126.9385709042098,37.59302549117553
아파트,2233.4570032948163,역촌동,126.91462526557598,37.6045776295367
아파트,3486.7508508268165,불광동,126.9355775268644,37.619155862149974
아파트,5019.418900299101,성산동,126.90469377493744,37.56565855521696
아파트,2373.724664435079,오류동,126.83854726394608,37.4919918844728
아파트,4721.989123532298,신길동,126.91361404352892,37.506064430223205
아파트,2754.2383861028743,신내동,127.10080876635266,37.61260284187596
아파트,2062.8632146321243,갈현동,126.91357868388484,37.62154267658806
아파트,5859.0029021033315,목동,126.874521339432,37.53604466340131
아파트,3305.1007864579005,상계동,127.07033673387208,37.67299194181273
아파트,3526.0173389791084,봉천동,126.9534874765543,37.47797496610814
아파트,5121.719478908519,하왕십리동,127.0280249710694,37.56398726679418
아파트,8544.54258525275,성수동1가,127.04282053255558,37.54361013482139
아파트,3440.518381649552,독산동,126.8982967098815,37.46747612339402
아파트,5921.976515495488,방배동,126.99311799562292,37.47949267195766
아파트,3077.6391254778923,돈암동,127.0182784560044,37.59779444774695
아파트,3928.153213934858,노량진동,126.94188374828862,37.511569947642336
아파트,7724.072682104214,이촌동,126.96653207983836,37.51745298057991
아파트,2742.227113885084,수유동,127.00737178236452,37.63832677944964
아파트,3065.677952672862,인현동2가,126.99614638955858,37.564204227396466
아파트,4046.847084590014,대조동,126.92315293702484,37.61225609331376
아파트,3519.212335638217,휘경동,127.06452154066405,37.58821353212453
아파트,4961.617949848108,신정동,126.93035131820749,37.543178482062096
아파트,4961.617949848108,신정동,126.8557190417005,37.51519455087799
아파트,3328.181861065447,항동,126.82459683794686,37.481036282021215
아파트,3533.941304040557,신사동,126.9072033689634,37.59561341565446
아파트,3533.941304040557,신사동,127.0265021417178,37.52380657423338
아파트,7780.008799618767,청담동,127.0504717775772,37.52439589934928
아파트,5823.799835490353,고덕동,127.15823011188463,37.56382203459346
아파트,6174.318900526887,서초동,127.01680535750032,37.48837476066834
아파트,8807.263772574004,잠실동,127.08339049764068,37.5119628280698
아파트,2871.7250777647273,상월곡동,127.04777420744264,37.6061701407617
아파트,3820.8129756533535,천호동,127.12763147740576,37.544376009316714
아파트,5913.22843615373,방이동,127.12538894253488,37.51567462461493
아파트,2292.2564790698507,쌍문동,127.0270974101564,37.65335781177766
아파트,4547.872383879743,사당동,126.97231151798462,37.485622527920334
아파트,3158.6338718257266,장안동,127.07002444607362,37.57020694782509
아파트,4812.079627913236,둔촌동,127.14472693241336,37.5282635714739
아파트,4962.46627795145,행당동,127.03598863989598,37.55762723715426
